Secret/ConfigMap,Name,Namespace,Data Fields,Validity (years),Actual Expiry,Fingerprint,Managed Status,Managed Details,Relevant Annotations,OC Describe Command,OpenSSL Command
secret,network-node-identity-cert,openshift-network-node-identity,"tls.crt,tls.key",0,Apr  5 12:41:04 2026 GMT,963520F6AB4D8B020ABC21B070C3EBECA0B5EA49A53FB7090982E51D190E85CB,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-network-node-identity_network-node-identity-ca@1751740626,openshift.io/owning-component: Networking / cluster-network-operator;auth.openshift.io/certificate-not-before: 2025-10-05T00:41:03Z;auth.openshift.io/certificate-not-after: 2026-04-05T12:41:04Z;auth.openshift.io/managed-certificate-type: target,oc describe secret -n openshift-network-node-identity network-node-identity-cert,"oc get secret -n openshift-network-node-identity network-node-identity-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,metrics-tls,openshift-network-operator,"tls.crt,tls.key",2,Jul  5 18:38:14 2027 GMT,9CD4E4F64A67B8755A9710B6AF521B9E7F182CE2A74976BB250A061B4A36BFF5,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-network-operator metrics-tls,"oc get secret -n openshift-network-operator metrics-tls -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,openshift-nmstate-webhook,openshift-nmstate,"tls.crt,tls.key",2,Jul  5 19:11:36 2027 GMT,882C2C5886FF7EA287DE24C9E60E01A5D845EBCB328690A21B93974899535433,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-nmstate openshift-nmstate-webhook,"oc get secret -n openshift-nmstate openshift-nmstate-webhook -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,plugin-serving-cert,openshift-nmstate,"tls.crt,tls.key",2,Jul  5 19:11:35 2027 GMT,8207770D34D70C96B5A8AF7095F3DFB06E2F4B6D88CF02CE2BCB23D9B5BB3B73,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-nmstate plugin-serving-cert,"oc get secret -n openshift-nmstate plugin-serving-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,etcd-client,openshift-oauth-apiserver,"tls.crt,tls.key",3,Jul  4 18:28:25 2028 GMT,03D065F0C39A68B7146AE303A19D6F954B5517F48B5D0F93FD77FD445CF0C392,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-etcd_etcd-signer@1751740104,openshift.io/owning-component: etcd;auth.openshift.io/certificate-not-before: 2025-07-05T18:28:24Z;auth.openshift.io/certificate-not-after: 2028-07-04T18:28:25Z;auth.openshift.io/managed-certificate-type: target,oc describe secret -n openshift-oauth-apiserver etcd-client,"oc get secret -n openshift-oauth-apiserver etcd-client -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,openshift-authenticator-certs,openshift-oauth-apiserver,"tls.crt,tls.key",0,Nov 18 13:11:45 2025 GMT,4DA71ACAAD8DE072DBF48E6C13F41F28590DD033885AC93E6E769AF65849C8B2,Platform-Managed (Auto-Rotated),Issuer: CN=kube-csr-signer_@1760879504,openshift.io/owning-component: apiserver-auth,oc describe secret -n openshift-oauth-apiserver openshift-authenticator-certs,"oc get secret -n openshift-oauth-apiserver openshift-authenticator-certs -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,serving-cert,openshift-oauth-apiserver,"tls.crt,tls.key",2,Jul  5 18:38:18 2027 GMT,3F0ED0ECEB8F1890476E3AD1C463E819CC5202E2C3FF90D3D5F119B73D11B01A,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-oauth-apiserver serving-cert,"oc get secret -n openshift-oauth-apiserver serving-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,operator-controller-cert,openshift-operator-controller,"tls.crt,tls.key",2,Jul  5 18:38:19 2027 GMT,E004B00B78927ED4CB575C04A7D36BCEE9D1CCF83DD41B43C35D61832DC91CBE,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-operator-controller operator-controller-cert,"oc get secret -n openshift-operator-controller operator-controller-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,catalog-operator-serving-cert,openshift-operator-lifecycle-manager,"tls.crt,tls.key",2,Jul  5 18:38:15 2027 GMT,953DED68A39EFEC4B2D77B786E4CEA7068F273DA0C185A880D47E79265F6EB52,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-operator-lifecycle-manager catalog-operator-serving-cert,"oc get secret -n openshift-operator-lifecycle-manager catalog-operator-serving-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,olm-operator-serving-cert,openshift-operator-lifecycle-manager,"tls.crt,tls.key",2,Jul  5 18:38:15 2027 GMT,259759823AA9B90D14BBAADAEFBBB1EED4982A48DD3313687B6ABEF0DC2B53AD,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-operator-lifecycle-manager olm-operator-serving-cert,"oc get secret -n openshift-operator-lifecycle-manager olm-operator-serving-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,package-server-manager-serving-cert,openshift-operator-lifecycle-manager,"tls.crt,tls.key",2,Jul  5 18:38:15 2027 GMT,8108E01C2698A672DCA7ED790DE985AA658759246FBD7EAA42304CFD6B5749AE,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-operator-lifecycle-manager package-server-manager-serving-cert,"oc get secret -n openshift-operator-lifecycle-manager package-server-manager-serving-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,packageserver-service-cert,openshift-operator-lifecycle-manager,"tls.crt,tls.key",2,Jul  5 18:38:53 2027 GMT,2974C31460DBEE704E7837CB74F065A6076F8B650E09E72168D63662073DE2A6,Platform-Managed (Auto-Rotated),"Issuer: O=Red Hat, Inc., CN=olm-selfsigned-4352b8e54d7c8844",openshift.io/owning-component: Operator Framework / operator-lifecycle-manager,oc describe secret -n openshift-operator-lifecycle-manager packageserver-service-cert,"oc get secret -n openshift-operator-lifecycle-manager packageserver-service-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,pprof-cert,openshift-operator-lifecycle-manager,"tls.crt,tls.key",0,Oct 30 15:00:01 2025 GMT,8B27B6992F6528D2A8C4792BB7D2E7C2D5C9F8624FC7FAE63A66B6D606D51B1F,Platform-Managed (Auto-Rotated),"Issuer: O=Red Hat, Inc.",openshift.io/owning-component: Operator Framework / operator-lifecycle-manager,oc describe secret -n openshift-operator-lifecycle-manager pprof-cert,"oc get secret -n openshift-operator-lifecycle-manager pprof-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,ovn-ca,openshift-ovn-kubernetes,"tls.crt,tls.key",10,Jul  3 18:36:57 2035 GMT,682FFB3210DBF77E905A1972DFD4DBA631D04C456806F824DA043AF11F47587C,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-ovn-kubernetes_ovn-ca@1751740617,openshift.io/owning-component: Networking / cluster-network-operator;auth.openshift.io/certificate-not-before: 2025-07-05T18:36:56Z;auth.openshift.io/certificate-not-after: 2035-07-03T18:36:57Z;auth.openshift.io/managed-certificate-type: signer,oc describe secret -n openshift-ovn-kubernetes ovn-ca,"oc get secret -n openshift-ovn-kubernetes ovn-ca -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,ovn-cert,openshift-ovn-kubernetes,"tls.crt,tls.key",0,Apr  5 12:41:04 2026 GMT,615D93A126000E9AC048798637CEF0605C4539B1268ED26E8FE47FC934794604,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-ovn-kubernetes_ovn-ca@1751740617,openshift.io/owning-component: Networking / cluster-network-operator;auth.openshift.io/certificate-not-before: 2025-10-05T00:41:03Z;auth.openshift.io/certificate-not-after: 2026-04-05T12:41:04Z;auth.openshift.io/managed-certificate-type: target,oc describe secret -n openshift-ovn-kubernetes ovn-cert,"oc get secret -n openshift-ovn-kubernetes ovn-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,ovn-control-plane-metrics-cert,openshift-ovn-kubernetes,"tls.crt,tls.key",2,Jul  5 18:38:15 2027 GMT,2BA552642C70445D32021B2783B09458BA83E33CFBA5603F2E286F50B0CD5252,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-ovn-kubernetes ovn-control-plane-metrics-cert,"oc get secret -n openshift-ovn-kubernetes ovn-control-plane-metrics-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,ovn-node-metrics-cert,openshift-ovn-kubernetes,"tls.crt,tls.key",2,Jul  5 18:38:16 2027 GMT,F9D542268E2F590B085345C27DDBC366A7AF76125453461027EB3FBF7E9CAD16,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-ovn-kubernetes ovn-node-metrics-cert,"oc get secret -n openshift-ovn-kubernetes ovn-node-metrics-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,signer-ca,openshift-ovn-kubernetes,"tls.crt,tls.key",10,Jul  3 18:36:57 2035 GMT,54A849C958CE23085CD16BDDDA0FF95434BB1D65CBF4885EAD17F56E39A48821,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-ovn-kubernetes_signer-ca@1751740617,openshift.io/owning-component: Networking / cluster-network-operator;auth.openshift.io/certificate-not-before: 2025-07-05T18:36:56Z;auth.openshift.io/certificate-not-after: 2035-07-03T18:36:57Z;auth.openshift.io/managed-certificate-type: signer,oc describe secret -n openshift-ovn-kubernetes signer-ca,"oc get secret -n openshift-ovn-kubernetes signer-ca -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,signer-cert,openshift-ovn-kubernetes,"tls.crt,tls.key",0,Apr  5 12:41:04 2026 GMT,36CF75188D7F56CFD8DFEE6C983A8FB37506DF8C293CD9A834B71D0E8522AB89,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-ovn-kubernetes_signer-ca@1751740617,openshift.io/owning-component: Networking / cluster-network-operator;auth.openshift.io/certificate-not-before: 2025-10-05T00:41:03Z;auth.openshift.io/certificate-not-after: 2026-04-05T12:41:04Z;auth.openshift.io/managed-certificate-type: target,oc describe secret -n openshift-ovn-kubernetes signer-cert,"oc get secret -n openshift-ovn-kubernetes signer-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,serving-cert,openshift-route-controller-manager,"tls.crt,tls.key",2,Jul  5 18:38:17 2027 GMT,053E575436A097E38F81D2AA13E23310E122E804BBDFC6B8A4F115FA7CD77F3D,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-route-controller-manager serving-cert,"oc get secret -n openshift-route-controller-manager serving-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,serving-cert,openshift-service-ca-operator,"tls.crt,tls.key",2,Jul  5 18:38:17 2027 GMT,3EF7A8A0E1CB1721C15712DC8FF7D748E3EEBCAABAF77C017C093EDADE2E55E1,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-service-ca-operator serving-cert,"oc get secret -n openshift-service-ca-operator serving-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,signing-key,openshift-service-ca,"tls.crt,tls.key",2,Sep  3 18:37:56 2027 GMT,8415BFD4400E486E4361D971C89E831570AC74F305E3DAB6750DD451675C0FA8,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-service-ca signing-key,"oc get secret -n openshift-service-ca signing-key -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,lvms-operator-metrics-cert,openshift-storage,"tls.crt,tls.key",2,Jul  7 08:27:35 2027 GMT,1CA45776E663415E788C804712DBA9C2054A9203D58AC54666D3D4AC2B93D3D2,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-storage lvms-operator-metrics-cert,"oc get secret -n openshift-storage lvms-operator-metrics-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,lvms-operator-service-cert,openshift-storage,"tls.crt,tls.key",2,Jul 23 19:29:44 2027 GMT,03796E6598D88A7020D5C0A26676BA769DC1C4E9CF1A71CAB71D35AF7644C570,Platform-Managed (Auto-Rotated),"Issuer: O=Red Hat, Inc., CN=olm-selfsigned-6f1b7babd017b9a9",openshift.io/owning-component: Operator Framework / operator-lifecycle-manager,oc describe secret -n openshift-storage lvms-operator-service-cert,"oc get secret -n openshift-storage lvms-operator-service-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,lvms-operator-webhook-server-cert,openshift-storage,"tls.crt,tls.key",2,Jul  7 08:27:34 2027 GMT,8D4B31536308EA17DEE98BA1ADEBD74BE677B5FEE0C0A37FEB76D2D0296C578E,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-storage lvms-operator-webhook-server-cert,"oc get secret -n openshift-storage lvms-operator-webhook-server-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,vg-manager-metrics-cert,openshift-storage,"tls.crt,tls.key",2,Jul  7 08:27:35 2027 GMT,6EA69C2D6DACDCC0B092B3D3BCFC46118A75E1FB39EE66F45710A27F8FB30AA3,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-storage vg-manager-metrics-cert,"oc get secret -n openshift-storage vg-manager-metrics-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,prometheus-operator-user-workload-tls,openshift-user-workload-monitoring,"tls.crt,tls.key",2,Jul  5 19:13:05 2027 GMT,81DE3AD7BBF8562A2D70EB3B8B556BFFC1DBC8F7860488CBDD1941B32F92E251,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-user-workload-monitoring prometheus-operator-user-workload-tls,"oc get secret -n openshift-user-workload-monitoring prometheus-operator-user-workload-tls -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,prometheus-user-workload-grpc-tls-beormk33cv7d2,openshift-user-workload-monitoring,ca.crt,2,Jul  5 18:55:38 2027 GMT,B37688EBD0D838D4BDFBA8D6549CA926F6910C1FE814FF82F635ECC8C0DB3AFD,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-cluster-monitoring@1751741738,,oc describe secret -n openshift-user-workload-monitoring prometheus-user-workload-grpc-tls-beormk33cv7d2,"oc get secret -n openshift-user-workload-monitoring prometheus-user-workload-grpc-tls-beormk33cv7d2 -o go-template='{{index .data ""ca.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,prometheus-user-workload-thanos-sidecar-tls,openshift-user-workload-monitoring,"tls.crt,tls.key",2,Jul  5 19:13:05 2027 GMT,CF24E156E43BB31080435B121B9B0461C6BE540678180D9CFD5EDB1CC315282B,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-user-workload-monitoring prometheus-user-workload-thanos-sidecar-tls,"oc get secret -n openshift-user-workload-monitoring prometheus-user-workload-thanos-sidecar-tls -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,prometheus-user-workload-tls,openshift-user-workload-monitoring,"tls.crt,tls.key",2,Jul  5 19:13:05 2027 GMT,0737535BF2115176F252535582C85F6EA255665930BBF02DC0B07FF69E8D26E8,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-user-workload-monitoring prometheus-user-workload-tls,"oc get secret -n openshift-user-workload-monitoring prometheus-user-workload-tls -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,thanos-ruler-grpc-tls-beormk33cv7d2,openshift-user-workload-monitoring,ca.crt,2,Jul  5 18:55:38 2027 GMT,B37688EBD0D838D4BDFBA8D6549CA926F6910C1FE814FF82F635ECC8C0DB3AFD,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-cluster-monitoring@1751741738,,oc describe secret -n openshift-user-workload-monitoring thanos-ruler-grpc-tls-beormk33cv7d2,"oc get secret -n openshift-user-workload-monitoring thanos-ruler-grpc-tls-beormk33cv7d2 -o go-template='{{index .data ""ca.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,thanos-ruler-tls,openshift-user-workload-monitoring,"tls.crt,tls.key",2,Jul  5 19:13:05 2027 GMT,052596CC32E28F0E5A8E0D0D73049FF8A7362DA2C11D1308013C27D6342702FF,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-user-workload-monitoring thanos-ruler-tls,"oc get secret -n openshift-user-workload-monitoring thanos-ruler-tls -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,fence-agents-remediation-controller-manager-service-cert,openshift-workload-availability,"tls.crt,tls.key",2,Sep 16 11:46:36 2027 GMT,8DF0B82F932BF71B99825F78A19D18F4281EC18900807A80EB2DA9BE57E8E9FB,Platform-Managed (Auto-Rotated),"Issuer: O=Red Hat, Inc., CN=olm-selfsigned-14f1103a3a934118",openshift.io/owning-component: Operator Framework / operator-lifecycle-manager,oc describe secret -n openshift-workload-availability fence-agents-remediation-controller-manager-service-cert,"oc get secret -n openshift-workload-availability fence-agents-remediation-controller-manager-service-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,node-healthcheck-controller-manager-service-cert,openshift-workload-availability,"tls.crt,tls.key",2,Sep 16 11:46:23 2027 GMT,A8CCA55592DBBBBCE91DCDD5C9D3B80656305FCABDEDD0D7E182AEFF03E27112,Platform-Managed (Auto-Rotated),"Issuer: O=Red Hat, Inc., CN=olm-selfsigned-2a6dc2d9fc2916d4",openshift.io/owning-component: Operator Framework / operator-lifecycle-manager,oc describe secret -n openshift-workload-availability node-healthcheck-controller-manager-service-cert,"oc get secret -n openshift-workload-availability node-healthcheck-controller-manager-service-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,node-healthcheck-tls,openshift-workload-availability,"tls.crt,tls.key",2,Jul  5 19:10:49 2027 GMT,876FCC1A41A983AD5C99D3835A2E6A994E20895B0E71BE8EA3CCE1228BE0A0A5,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-workload-availability node-healthcheck-tls,"oc get secret -n openshift-workload-availability node-healthcheck-tls -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,nrc-plugin-cert,openshift-workload-availability,"tls.crt,tls.key",2,Jul  5 19:10:50 2027 GMT,EF2A84D5EAB7B96E26E2B4F9688A41F39CBA5A6F5399512E5F609688F64642E3,Platform-Managed (Auto-Rotated),Issuer: CN=openshift-service-serving-signer@1751740676,openshift.io/owning-component: service-ca,oc describe secret -n openshift-workload-availability nrc-plugin-cert,"oc get secret -n openshift-workload-availability nrc-plugin-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,self-node-remediation-controller-manager-service-cert,openshift-workload-availability,"tls.crt,tls.key",2,Jul  9 20:24:44 2027 GMT,8449FA490C9F7666B24511061D9ECB2C090C470B3261101C87B2AA15BA0355F0,Platform-Managed (Auto-Rotated),"Issuer: O=Red Hat, Inc., CN=olm-selfsigned-5da18b82cf10cf06",openshift.io/owning-component: Operator Framework / operator-lifecycle-manager,oc describe secret -n openshift-workload-availability self-node-remediation-controller-manager-service-cert,"oc get secret -n openshift-workload-availability self-node-remediation-controller-manager-service-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
secret,node-maintenance-operator-controller-manager-service-cert,openshift-workload-maintenance,"tls.crt,tls.key",2,Jul 15 05:57:18 2027 GMT,E3B66562620E7C2CA19784CD3D3803E3343F06C4FA8C024D192B57CAF9DF56F7,Platform-Managed (Auto-Rotated),"Issuer: O=Red Hat, Inc., CN=olm-selfsigned-f27824cd09386ac",openshift.io/owning-component: Operator Framework / operator-lifecycle-manager,oc describe secret -n openshift-workload-maintenance node-maintenance-operator-controller-manager-service-cert,"oc get secret -n openshift-workload-maintenance node-maintenance-operator-controller-manager-service-cert -o go-template='{{index .data ""tls.crt""}}' | base64 -d | openssl x509 -noout -text"
configmap,kube-root-ca.crt,assisted-installer,ca.crt,10,Jul  3 17:59:03 2035 GMT,7050F9952D6F9DA52D0994ACE08BEBB5FAB78B467734ACEBAAC684D3F411A469,"Platform-Managed (10-Year, Not Auto-Rotated)","Kubernetes-managed configmap (kube-root-ca.crt) with platform certificates;Issuer: OU=openshift, CN=kube-apiserver-lb-signer",,oc describe configmap -n assisted-installer kube-root-ca.crt,"oc get configmap -n assisted-installer kube-root-ca.crt -o go-template='{{index .data ""ca.crt""}}' | openssl x509 -noout -text"
configmap,aggregator-client-ca,bm-hosted-cluster-bm-hosted-cluster,ca.crt,10,Jul 29 14:47:03 2035 GMT,8632F01B18167889E9585A8415B7525B4177AEDA6F69EBC8254B5537976049C3,"Platform-Managed (10-Year, Not Auto-Rotated)","Issuer: OU=openshift, CN=aggregator-signer; Platform-CA signed",,oc describe configmap -n bm-hosted-cluster-bm-hosted-cluster aggregator-client-ca,"oc get configmap -n bm-hosted-cluster-bm-hosted-cluster aggregator-client-ca -o go-template='{{index .data ""ca.crt""}}' | openssl x509 -noout -text"
configmap,client-ca,bm-hosted-cluster-bm-hosted-cluster,ca.crt,10,Jul 29 14:47:04 2035 GMT,DE3EB139A695973992DED0E61805A38D9ADB575EAA83F9D5185C23D22B696D3F,"Platform-Managed (10-Year, Not Auto-Rotated)","Issuer: OU=openshift, CN=kube-control-plane-signer; Platform-CA signed",,oc describe configmap -n bm-hosted-cluster-bm-hosted-cluster client-ca,"oc get configmap -n bm-hosted-cluster-bm-hosted-cluster client-ca -o go-template='{{index .data ""ca.crt""}}' | openssl x509 -noout -text"
configmap,customer-system-admin-signer-ca,bm-hosted-cluster-bm-hosted-cluster,ca-bundle.crt,0,Nov  1 14:47:31 2025 GMT,DD503185FCAF935FA0283D034DD0391AEE9F4BF4FE80B34819371A2E1F846FAE,Platform-Managed (Auto-Rotated),Issuer: CN=bm-hosted-cluster-bm-hosted-cluster_customer-system-admin-signer@1761403651,openshift.io/owning-component: HOSTEDCP;auth.openshift.io/managed-certificate-type: ca-bundle,oc describe configmap -n bm-hosted-cluster-bm-hosted-cluster customer-system-admin-signer-ca,"oc get configmap -n bm-hosted-cluster-bm-hosted-cluster customer-system-admin-signer-ca -o go-template='{{index .data ""ca-bundle.crt""}}' | openssl x509 -noout -text"
configmap,etcd-ca,bm-hosted-cluster-bm-hosted-cluster,ca.crt,10,Jul 29 14:47:01 2035 GMT,7AC4AA6C5EFAF07E1F96EA1033C52DFED0C9E342D4A2084FCB1BBF6CB9BE8A73,"Platform-Managed (10-Year, Not Auto-Rotated)","Issuer: OU=openshift, CN=etcd-signer; Platform-CA signed",,oc describe configmap -n bm-hosted-cluster-bm-hosted-cluster etcd-ca,"oc get configmap -n bm-hosted-cluster-bm-hosted-cluster etcd-ca -o go-template='{{index .data ""ca.crt""}}' | openssl x509 -noout -text"
configmap,etcd-metrics-ca,bm-hosted-cluster-bm-hosted-cluster,ca.crt,10,Jul 29 14:47:02 2035 GMT,9A404FCCFC160AA45D90C3EFA57A838471A6A8EB57F7C99CC968EC602554A870,"Platform-Managed (10-Year, Not Auto-Rotated)","Issuer: OU=openshift, CN=etcd-metrics-signer; Platform-CA signed",,oc describe configmap -n bm-hosted-cluster-bm-hosted-cluster etcd-metrics-ca,"oc get configmap -n bm-hosted-cluster-bm-hosted-cluster etcd-metrics-ca -o go-template='{{index .data ""ca.crt""}}' | openssl x509 -noout -text"
configmap,hive-trusted-cabundle,bm-hosted-cluster-bm-hosted-cluster,ca-bundle.crt,19,Dec 31 09:37:37 2030 GMT,9A6EC012E1A7DA9DBE34194D478AD7C0DB1822FB071DF12981496ED104384113,Platform-Managed (Auto-Rotated),"Issuer: CN=ACCVRAIZ1, OU=PKIACCV, O=ACCV, C=ES",openshift.io/owning-component: Networking / cluster-network-operator,oc describe configmap -n bm-hosted-cluster-bm-hosted-cluster hive-trusted-cabundle,"oc get configmap -n bm-hosted-cluster-bm-hosted-cluster hive-trusted-cabundle -o go-template='{{index .data ""ca-bundle.crt""}}' | openssl x509 -noout -text"
configmap,konnectivity-ca-bundle,bm-hosted-cluster-bm-hosted-cluster,ca.crt,10,Jul 29 14:47:12 2035 GMT,521BADE28573DE3592B34DF8B45135B6DF2977DC081AF332C1E8C0EF7724C0F0,"Platform-Managed (10-Year, Not Auto-Rotated)","Issuer: OU=kubernetes, CN=konnectivity-signer; Platform-CA signed",,oc describe configmap -n bm-hosted-cluster-bm-hosted-cluster konnectivity-ca-bundle,"oc get configmap -n bm-hosted-cluster-bm-hosted-cluster konnectivity-ca-bundle -o go-template='{{index .data ""ca.crt""}}' | openssl x509 -noout -text"
configmap,kube-root-ca.crt,bm-hosted-cluster-bm-hosted-cluster,ca.crt,10,Jul  3 17:59:03 2035 GMT,7050F9952D6F9DA52D0994ACE08BEBB5FAB78B467734ACEBAAC684D3F411A469,"Platform-Managed (10-Year, Not Auto-Rotated)","Kubernetes-managed configmap (kube-root-ca.crt) with platform certificates;Issuer: OU=openshift, CN=kube-apiserver-lb-signer",,oc describe configmap -n bm-hosted-cluster-bm-hosted-cluster kube-root-ca.crt,"oc get configmap -n bm-hosted-cluster-bm-hosted-cluster kube-root-ca.crt -o go-template='{{index .data ""ca.crt""}}' | openssl x509 -noout -text"
configmap,kubelet-client-ca,bm-hosted-cluster-bm-hosted-cluster,ca.crt,10,Jul 29 14:47:06 2035 GMT,63CD3366281ADC807BB28096FA365797879B30909DA0BFAA3046EAE7D66CE2DA,"Platform-Managed (10-Year, Not Auto-Rotated)","Issuer: OU=openshift, CN=kube-apiserver-to-kubelet-signer; Platform-CA signed",,oc describe configmap -n bm-hosted-cluster-bm-hosted-cluster kubelet-client-ca,"oc get configmap -n bm-hosted-cluster-bm-hosted-cluster kubelet-client-ca -o go-template='{{index .data ""ca.crt""}}' | openssl x509 -noout -text"
